latitude,longitude,acq_date,ndvi,ndmi,land_cover,label
41.71952,26.42677,2020-02-19,0.5415,0.0376,4,0
36.90678,31.42524,2021-07-30,0.7729,0.2847,1,1
37.38759,38.64687,2020-09-16,0.142,-0.0445,4,1
37.38759,38.64687,2020-03-30,0.6649,0.2756,4,0
38.95602,31.85781,2020-11-07,0.2702,-0.0677,4,1
38.95602,31.85781,2020-05-21,0.1582,-0.0383,7,0
39.09868,31.67254,2020-08-24,0.1406,-0.0982,7,1
39.09868,31.67254,2020-03-07,0.1483,-0.0992,7,0
37.0518,40.28352,2022-06-29,0.2341,-0.0638,4,1
36.95173,40.09255,2020-10-25,0.4412,0.0713,4,1
36.95173,40.09255,2020-05-08,0.7449,0.4654,4,0
37.36808,36.78461,2023-09-08,0.2907,-0.0816,5,1
37.36808,36.78461,2023-03-22,0.815,0.3811,1,0
37.27699,40.01506,2022-08-28,0.0991,0.0205,4,1
37.2924,39.79216,2020-07-13,0.1341,0.0089,7,1
37.2924,39.79216,2020-01-25,0.5865,0.2097,1,0
40.54803,35.61969,2022-05-06,0.1064,-0.0296,4,0
37.30077,35.77813,2020-08-19,0.3213,-0.1449,4,1
37.30077,35.77813,2020-03-02,0.1955,-0.2324,4,0
36.97067,39.0419,2020-06-28,0.1816,-0.0692,4,1
36.97067,39.0419,2020-01-10,0.6951,0.2493,4,0
37.64851,39.53185,2020-09-27,0.0922,0.0377,7,1
37.64851,39.53185,2020-04-10,0.8904,0.5147,4,0
37.33289,30.7771,2021-02-22,0.4543,-0.0598,1,0
37.62863,31.81753,2020-08-29,0.1275,-0.0327,7,1
37.20558,35.87629,2023-08-25,0.8497,0.2736,4,1
37.20558,35.87629,2023-03-08,0.9047,0.4301,4,0
36.80602,39.91316,2023-07-06,0.1438,-0.0061,7,1
36.80602,39.91316,2023-01-17,0.7665,0.2948,4,0
38.13528,27.07916,2023-09-16,0.6274,0.168,1,1
37.80055,40.57118,2020-10-07,0.1905,0.0145,4,1
37.02062,40.10067,2023-06-23,0.1655,0.0376,4,1
37.02062,40.10067,2023-01-04,0.1296,-0.1373,4,0
37.54766,42.69697,2020-09-17,0.6743,0.1847,1,1
37.54766,42.69697,2020-03-31,0.3846,-0.0472,1,0
38.78429,33.80419,2020-07-18,0.1749,0.0136,4,1
37.36117,34.87369,2020-09-11,0.4514,0.0095,1,1
36.85521,31.36432,2021-07-28,0.1698,0.0187,4,1
37.08255,39.11502,2020-11-24,0.4567,-0.0121,4,1
37.3325,33.67258,2021-06-20,0.2577,-0.0121,4,0
36.93838,31.46981,2021-07-30,0.7503,0.286,1,1
37.03326,40.52255,2021-06-20,0.1999,0.0046,4,1
37.03326,40.52255,2021-01-01,0.4326,0.0246,4,0
36.92436,31.29806,2021-02-11,0.3565,-0.0078,5,0
37.3241,35.60391,2023-09-13,0.3063,-0.0566,4,1
37.3241,35.60391,2023-03-27,0.1626,-0.1397,4,0
37.73545,40.60382,2021-10-10,0.2519,0.0926,4,1
37.73545,40.60382,2021-04-23,0.8316,0.476,4,0
39.99687,43.96067,2023-11-07,0.431,0.024,4,1
39.99687,43.96067,2023-05-21,0.6021,0.2343,4,0
37.05478,27.8826,2021-08-05,0.7071,0.213,1,1
37.05478,27.8826,2021-02-16,0.7968,0.4448,1,0
38.10279,27.49357,2020-09-04,0.1178,-0.1628,7,1
36.94973,39.0536,2021-06-20,0.309,0.1366,4,1
36.94973,39.0536,2021-01-01,0.1771,-0.0826,4,0
37.82885,27.92491,2021-03-03,0.5386,0.2827,4,1
36.98711,39.58695,2020-06-23,0.1313,-0.0692,4,1
36.98711,39.58695,2020-01-05,0.4658,0.0779,4,0
37.28214,39.62412,2021-11-10,0.4472,-0.0268,4,1
37.28214,39.62412,2021-05-24,0.2459,-0.0051,4,0
37.35235,27.24437,2020-09-23,0.5186,-0.0285,1,1
37.35235,27.24437,2020-04-06,0.6796,0.172,1,0
37.11484,40.41457,2021-01-06,0.2,-0.0808,4,1
37.11484,40.41457,2020-07-20,0.094,-0.1291,4,0
37.22104,39.11295,2023-01-12,0.1722,-0.1142,4,0
38.37925,33.07401,2020-05-11,0.1368,-0.0488,7,0
39.55811,35.04163,2020-10-06,0.1839,-0.0305,4,1
39.55811,35.04163,2020-04-19,0.5873,0.1893,4,0
