latitude,longitude,acq_date,ndvi,ndmi,land_cover,label
36.82049,38.8498,2021-11-16,0.5286,0.0653,4,1
36.82049,38.8498,2021-05-30,0.5816,0.2563,4,0
36.80939,28.19315,2021-07-30,0.7517,0.2117,1,1
36.80939,28.19315,2021-02-10,0.8314,0.2416,1,0
37.27478,39.79237,2020-05-27,0.5826,0.3668,7,0
37.87384,40.34245,2020-11-24,0.1315,-0.1616,4,1
36.87859,35.12367,2020-08-24,0.3198,0.0128,4,1
36.87859,35.12367,2020-03-07,0.3741,0.0584,4,0
38.72673,32.60829,2022-05-19,0.1131,-0.085,4,0
37.03088,39.64407,2023-07-02,0.2004,-0.0062,4,1
37.03088,39.64407,2023-01-13,0.2966,-0.1087,4,0
37.07443,44.37037,2021-07-02,0.4474,0.0476,5,1
36.87104,31.64941,2021-07-29,0.4286,0.0745,1,1
37.70567,31.78093,2020-09-01,0.1371,-0.0159,7,1
36.78208,35.05566,2021-03-16,-0.0022,-0.2009,0,0
37.07858,38.98712,2021-06-15,0.3188,0.2055,4,1
37.07858,38.98712,2020-12-27,0.2289,-0.0696,4,0
36.75408,39.69334,2020-08-16,0.1616,0.0133,4,1
37.64123,40.29527,2020-10-13,0.1126,-0.0384,4,1
38.39133,40.70699,2020-07-10,0.4012,0.0137,5,1
38.39133,40.70699,2020-01-22,0.2493,-0.1264,8,0
37.65012,37.99612,2023-10-21,0.1381,-0.0336,7,1
37.65012,37.99612,2023-05-04,0.6489,0.2744,4,0
37.89817,41.77186,2020-10-18,0.1296,-0.1234,7,1
37.89817,41.77186,2020-05-01,0.5364,0.2323,4,0
36.85378,35.01376,2020-04-03,0.4446,0.0935,4,0
37.70865,33.34787,2020-02-19,0.7928,0.2872,4,1
37.70865,33.34787,2019-09-02,0.8627,0.5704,4,0
36.99711,28.88301,2021-08-06,0.6922,0.1303,1,1
36.99711,28.88301,2021-02-17,0.7662,0.1895,1,0
36.77796,39.5427,2023-01-18,0.2805,-0.1345,4,1
36.77796,39.5427,2022-08-01,0.1725,0.0484,4,0
38.37523,40.79465,2022-09-17,0.114,-0.0599,4,1
38.27725,37.12151,2023-11-07,0.2402,-0.0966,4,1
38.27725,37.12151,2023-05-21,0.208,-0.0529,4,0
37.77587,38.56067,2021-06-29,0.1191,-0.009,4,1
37.77587,38.56067,2021-01-10,0.5168,0.2377,2,0
36.9013,31.49892,2021-07-29,0.6196,0.1306,1,1
38.40372,35.65887,2023-10-05,0.1998,-0.0055,4,1
38.40372,35.65887,2023-04-18,0.1216,-0.0643,4,0
36.23013,33.66132,2021-02-09,0.3245,0.0893,1,0
36.7598,35.42341,2023-09-03,0.2191,-0.2026,4,1
36.7598,35.42341,2023-03-17,0.1713,-0.2498,4,0
37.52768,42.18917,2020-09-16,0.2312,-0.1053,5,1
37.02234,38.62366,2020-06-01,0.2234,0.1012,4,1
37.02234,38.62366,2019-12-14,0.4345,0.0286,4,0
38.45741,32.90786,2020-11-18,0.2195,-0.03,4,1
38.45741,32.90786,2020-06-01,0.1112,-0.0796,4,0
37.6769,38.42643,2023-08-14,0.1687,-0.0319,7,1
37.6769,38.42643,2023-02-25,0.3505,0.0535,4,0
38.48797,38.04785,2021-07-19,0.1301,-0.1441,4,1
38.48797,38.04785,2021-01-30,0.1671,-0.1046,4,0
38.8526,27.00932,2023-07-10,0.6225,0.1806,1,1
38.8526,27.00932,2023-01-21,0.8321,0.4206,1,0
40.14848,28.07847,2022-11-12,0.3235,-0.1394,4,1
37.81113,31.69788,2020-08-24,0.1579,-0.052,4,1
37.81113,31.69788,2020-03-07,0.4352,0.0045,4,0
40.03001,40.10902,2022-09-27,0.2202,-0.1267,4,1
37.13326,40.53115,2023-01-23,0.1319,-0.1158,4,1
37.13326,40.53115,2022-08-06,0.8825,0.5111,4,0
37.29782,43.70713,2020-07-30,0.0446,0.0786,4,1
37.19398,39.46593,2023-11-07,0.1085,-0.1905,4,1
37.19398,39.46593,2023-05-21,0.202,0.0321,4,0
36.9295,31.30818,2021-07-30,0.8077,0.241,1,1
37.4039,43.75328,2021-09-03,0.1676,-0.0631,7,1
37.53825,39.36972,2023-08-23,0.1186,-0.0918,4,1
36.23476,33.66905,2021-02-09,0.2023,0.0857,1,0
36.75767,35.20467,2020-08-30,0.4344,-0.0431,4,1
36.75767,35.20467,2020-03-13,0.1293,-0.2482,4,0
38.09723,40.66872,2020-10-24,0.0941,-0.0696,7,1
38.09723,40.66872,2020-05-07,0.7722,0.4421,4,0
37.40604,42.53399,2021-05-31,0.1858,-0.0559,7,1
37.28427,39.38789,2021-06-21,0.1013,-0.1373,7,1
37.28427,39.38789,2021-01-02,0.2605,-0.1423,4,0
38.05016,41.01418,2023-10-01,0.1199,0.0016,7,1
37.00637,38.97472,2020-11-19,0.5919,0.1234,1,1
37.00637,38.97472,2020-06-02,0.2393,0.0921,4,0
39.43431,30.90754,2022-11-03,0.2862,-0.2243,4,1
39.43431,30.90754,2022-05-17,0.2614,-0.0409,4,0
39.99241,43.98814,2022-05-08,0.1555,-0.1004,4,0
36.94478,31.47089,2021-07-30,0.2324,0.0389,1,1
37.21054,39.63907,2020-10-07,0.1756,0.0103,4,1
37.38501,42.73687,2020-07-20,0.4405,0.0206,1,1
37.17405,40.02072,2021-12-03,0.3978,0.1576,4,1
37.17405,40.02072,2021-06-16,0.1489,-0.0496,4,0
36.89836,31.37961,2021-07-28,0.3664,-0.0295,5,1
36.91899,38.88113,2021-05-25,0.3143,0.2361,4,0
36.91383,39.15048,2021-06-15,0.234,0.0585,4,1
36.91383,39.15048,2020-12-27,0.1862,-0.135,4,0
36.88538,31.687,2021-07-31,0.6126,0.2165,1,1
36.81444,28.19552,2021-07-30,0.8742,0.1852,1,1
36.81444,28.19552,2021-02-10,0.8486,0.3781,1,0
37.15123,40.37391,2023-01-23,0.2492,-0.1253,4,1
37.15123,40.37391,2022-08-06,0.7009,0.2737,4,0
36.92263,31.43203,2021-07-30,0.6628,0.2145,1,1
36.7864,38.97509,2020-06-23,0.2335,-0.0295,4,1
36.7864,38.97509,2020-01-05,0.8216,0.3171,4,0
37.55472,39.50589,2020-08-05,0.1391,-0.0076,4,1
37.55472,39.50589,2020-02-17,0.4968,0.0683,5,0
37.63208,35.94252,2020-08-24,0.2757,-0.0571,1,1
36.96031,38.95084,2020-12-10,0.2266,-0.226,4,1
37.32369,37.08476,2021-07-05,0.2209,-0.0484,4,1
37.32369,37.08476,2021-01-16,0.7826,0.2713,4,0
38.27279,33.22031,2020-03-07,0.163,-0.1369,4,1
38.27279,33.22031,2019-09-19,0.317,0.0556,4,0
37.65722,38.4697,2023-07-17,0.699,0.2284,4,1
37.65722,38.4697,2023-01-28,0.3298,-0.1138,5,0
37.10672,40.36079,2019-08-09,0.6355,0.2816,4,0
39.30276,40.75104,2020-09-06,0.2682,0.0242,5,1
37.41912,37.20282,2020-09-10,0.3522,0.0298,4,1
37.41912,37.20282,2020-03-24,0.5894,0.2804,4,0
38.02118,39.03627,2023-08-13,0.6166,0.1469,5,1
38.02118,39.03627,2023-02-24,0.4375,-0.0281,4,0
37.25531,35.74084,2020-08-30,0.3213,-0.0321,4,1
37.25531,35.74084,2020-03-13,0.1503,-0.1765,4,0
37.30971,36.06474,2022-09-05,0.2647,-0.0837,4,1
40.09849,33.97579,2023-04-07,0.5597,0.1016,4,0
37.9986,40.21305,2020-09-27,0.156,-0.009,4,1
37.9986,40.21305,2020-04-10,0.8957,0.4572,4,0
37.1573,40.16183,2020-07-30,0.0883,-0.1209,4,1
37.1573,40.16183,2020-02-11,0.014,0.6569,4,0
36.7113,27.56676,2022-07-13,0.6708,0.0795,1,1
36.7113,27.56676,2022-01-24,0.7661,0.2675,1,0
37.48949,32.74901,2020-10-27,0.1605,0.0238,4,1
37.48949,32.74901,2020-05-10,0.1429,-0.0752,4,0
37.52971,42.20497,2020-09-16,0.3146,-0.0225,5,1
41.43216,26.72798,2023-10-20,0.1969,-0.1593,4,1
41.43216,26.72798,2023-05-03,0.4528,0.0741,4,0
37.77279,33.37897,2020-02-20,0.1317,-0.0622,4,1
37.77279,33.37897,2019-09-03,0.3507,0.0122,4,0
37.03961,27.68279,2021-08-03,0.5671,0.1496,1,1
37.03961,27.68279,2021-02-14,0.5899,0.2935,1,0
37.26674,40.62156,2020-06-07,0.132,-0.1545,7,1
37.26674,40.62156,2019-12-20,0.1626,-0.0922,5,0
38.03521,41.64563,2020-05-01,0.6321,0.278,1,0
38.28114,26.46258,2022-07-13,0.4351,-0.1473,5,1
38.28114,26.46258,2022-01-24,0.6619,0.0915,5,0
36.09265,32.60678,2020-10-27,0.6796,0.2529,1,1
36.09265,32.60678,2020-05-10,0.6624,0.2354,1,0
36.77674,39.06061,2020-06-23,0.22,0.0544,4,1
36.77674,39.06061,2020-01-05,0.1477,-0.1109,4,0
37.04759,38.416,2020-11-29,0.2341,-0.1221,4,1
37.04759,38.416,2020-06-12,0.2353,0.0921,4,0
41.00124,26.3726,2023-10-14,0.4618,0.1764,4,1
41.00124,26.3726,2023-04-27,0.1132,-0.1806,4,0
36.41945,36.44568,2023-08-29,0.1585,-0.0841,4,1
37.21082,37.90133,2020-10-07,0.1279,-0.2455,7,1
37.21082,37.90133,2020-04-20,0.4122,-0.0229,5,0
38.84517,31.77763,2023-10-23,0.1315,-0.0529,4,1
38.84517,31.77763,2023-05-06,0.8741,0.3961,4,0
40.73302,33.84367,2023-10-16,0.218,-0.0124,5,1
40.73302,33.84367,2023-04-29,0.5281,0.1077,5,0
36.97084,40.2957,2023-12-30,0.2487,0.0539,6,1
36.97084,40.2957,2023-07-13,0.3273,0.0666,6,0
37.04597,27.6939,2021-08-02,0.564,0.0864,1,1
37.04597,27.6939,2021-02-13,0.7547,0.2696,1,0
37.11959,40.06617,2021-12-03,0.3356,-0.008,4,1
37.11959,40.06617,2021-06-16,0.2029,0.0326,4,0
36.96127,34.9215,2019-12-19,0.3202,-0.0818,4,0
37.10958,36.6872,2021-06-19,0.1539,-0.0913,4,1
37.6264,42.61153,2021-09-09,0.4664,-0.055,1,1
37.84853,31.7097,2020-08-19,0.1299,-0.0221,7,1
37.84853,31.7097,2020-03-02,0.3131,-0.1471,4,0
36.91795,35.8232,2021-03-11,0.195,-0.189,4,0
36.91418,31.36687,2021-07-28,0.5709,0.0897,1,1
36.74701,31.89717,2021-08-01,0.6139,0.1187,1,1
37.75747,40.95633,2020-09-17,0.5165,0.2129,4,1
37.75747,40.95633,2020-03-31,0.5396,0.2431,4,0
37.10981,40.00119,2022-06-27,0.1796,0.0437,4,1
37.92889,31.85746,2023-10-10,0.1245,-0.0792,7,1
37.33622,39.22557,2020-09-26,0.1038,0.0006,4,1
37.33622,39.22557,2020-04-09,0.7219,0.404,4,0
36.23846,33.63145,2021-02-11,0.5499,0.084,5,0
40.98978,33.26009,2023-08-23,0.2138,-0.1199,6,1
37.13369,40.44873,2023-12-30,0.1906,-0.2901,4,1
37.13369,40.44873,2023-07-13,0.1402,-0.0954,4,0
36.30006,36.46367,2020-08-30,0.1757,0.0557,4,1
36.30006,36.46367,2020-03-13,0.1589,-0.0773,4,0
37.84364,38.87405,2020-10-08,0.1089,0.0166,7,1
39.08037,31.88445,2023-08-17,0.1515,-0.0259,4,1
38.07389,29.80681,2023-09-20,0.1489,-0.145,4,1
36.24966,30.01229,2021-09-05,0.3832,0.0575,4,1
36.24966,30.01229,2021-03-19,0.3711,0.1348,6,0
37.47047,38.70906,2022-07-04,0.3711,0.084,4,1
36.78542,39.48083,2020-06-11,0.4085,0.2341,4,1
36.78542,39.48083,2019-12-24,0.8858,0.4425,4,0
37.69192,34.21751,2023-11-21,0.2686,-0.0785,4,1
37.69192,34.21751,2023-06-04,0.1507,-0.0666,4,0
37.31348,39.62692,2021-01-11,0.2829,-0.0134,4,1
37.31348,39.62692,2020-07-25,0.192,0.0405,4,0
37.14363,39.73621,2021-06-20,0.3377,0.034,4,1
37.14363,39.73621,2021-01-01,0.2064,-0.1106,4,0
37.59608,38.08504,2023-07-28,0.1403,-0.0031,7,1
37.59608,38.08504,2023-02-08,0.7567,0.3272,4,0
38.04574,40.21405,2021-09-19,0.0981,-0.2562,5,1
38.04574,40.21405,2021-04-02,0.8889,0.4856,4,0
37.58755,38.08627,2023-07-28,0.6563,0.1883,4,1
37.58755,38.08627,2023-02-08,0.1442,-0.1358,4,0
38.91363,31.8655,2021-12-12,0.2022,-0.0424,4,1
38.91363,31.8655,2021-06-25,0.803,0.3665,4,0
36.89279,31.39047,2021-07-28,0.1224,-0.0977,5,1
36.90392,34.96404,2022-12-22,0.8506,0.3794,4,0
37.34236,36.0192,2023-09-13,0.364,-0.2415,4,1
37.34236,36.0192,2023-03-27,0.4224,0.0855,4,0
36.24649,33.23284,2021-07-16,0.5561,0.1211,1,1
40.1649,26.55546,2023-07-17,0.664,0.1761,1,1
38.91999,34.75654,2021-08-02,0.1209,-0.0167,4,1
38.91999,34.75654,2021-02-13,0.1382,0.1855,8,0
37.26408,39.86928,2020-01-10,0.2069,-0.174,4,0
36.09976,32.60638,2020-10-27,0.2845,0.1095,1,1
36.09976,32.60638,2020-05-10,0.6344,0.1888,1,0
37.15511,39.16796,2021-11-11,0.3119,-0.0724,4,1
37.15511,39.16796,2021-05-25,0.2403,-0.0265,4,0
40.47258,32.01617,2020-09-04,0.8514,0.3717,1,1
40.47258,32.01617,2020-03-18,0.8693,0.5636,1,0
37.07981,36.67521,2021-06-19,0.1604,-0.0022,7,1
36.86662,39.91515,2021-07-27,0.2991,0.0286,4,1
36.86662,39.91515,2021-02-07,0.1924,-0.0817,4,0
37.51955,42.20711,2020-09-16,0.2087,-0.0327,5,1
39.904,30.5386,2023-08-17,0.2259,-0.1236,5,1
37.00207,40.13858,2021-11-17,0.2949,-0.1299,4,1
37.00207,40.13858,2021-05-31,0.1894,-0.0157,4,0
40.68661,32.38023,2023-03-30,0.2229,0.7364,8,0
36.9273,31.43576,2021-07-29,0.65,0.0712,1,1
38.9182,36.40039,2023-09-23,0.1345,-0.032,4,1
37.16577,39.76869,2023-06-16,0.2254,-0.0311,4,0
36.87593,31.38806,2021-07-28,0.8366,0.1716,1,1
37.00164,31.50947,2021-02-13,0.4482,0.116,1,0
37.3341,30.79819,2021-02-22,0.8045,0.3789,1,0
38.26072,27.23373,2023-07-10,0.3381,-0.018,4,1
38.26072,27.23373,2023-01-21,0.5189,0.1813,4,0
36.92704,31.43968,2021-07-29,0.8302,0.3762,1,1
37.00848,27.67162,2021-08-02,0.5139,0.0346,5,1
37.00848,27.67162,2021-02-13,0.7092,0.2287,1,0
36.91362,31.32994,2021-07-29,0.755,0.3012,1,1
37.10472,40.43915,2022-06-26,0.3327,0.1086,4,1
36.56264,35.34632,2020-05-26,0.0956,-0.1763,4,1
36.90937,31.32606,2021-07-29,0.4604,0.0799,1,1
37.15096,40.29207,2020-06-25,0.2132,-0.0256,4,1
37.14791,44.30186,2021-06-01,0.7531,0.249,1,0
36.18317,33.57512,2022-09-07,0.3176,0.074,1,1
36.89082,38.59959,2020-06-28,0.2922,0.0228,4,1
36.89082,38.59959,2020-01-10,0.1912,-0.0634,4,0
39.08768,37.87026,2020-10-08,0.2055,-0.1825,5,1
37.69676,39.62033,2023-10-11,0.1201,-0.0493,4,1
36.24445,36.02383,2020-09-06,0.8018,0.3347,1,1
36.24445,36.02383,2020-03-20,0.7138,0.2467,1,0
36.88601,40.07452,2021-11-17,0.2452,-0.0027,4,1
36.88601,40.07452,2021-05-31,0.1741,0.0457,4,0
38.39088,40.70194,2020-07-10,0.5205,0.1259,4,1
38.39088,40.70194,2020-01-22,0.3434,-0.1807,8,0
37.26574,39.61647,2023-07-02,0.2186,-0.0134,4,1
37.26574,39.61647,2023-01-13,0.1676,-0.0977,4,0
36.14962,33.23652,2021-02-11,0.6051,-0.2841,1,0
37.91771,40.4767,2020-09-22,0.0964,-0.0664,7,1
37.91771,40.4767,2020-04-05,0.8968,0.5204,4,0
37.15921,40.55755,2020-06-27,0.2142,-0.0514,4,1
37.15921,40.55755,2020-01-09,0.5622,0.173,4,0
36.82262,35.16943,2023-03-19,0.1379,-0.1718,4,0
38.68047,40.3726,2021-06-26,0.2291,-0.0938,5,1
38.68047,40.3726,2021-01-07,0.2068,-0.1441,5,0
36.6893,38.81981,2020-08-31,0.1235,-0.1061,4,1
36.6893,38.81981,2020-03-14,0.7182,0.3322,4,0
37.24442,37.17675,2023-01-28,0.2385,0.1873,8,0
38.12612,41.19368,2021-10-03,0.3682,0.0053,4,1
38.12612,41.19368,2021-04-16,0.3684,0.2106,4,0
37.46032,36.24521,2021-07-21,0.3521,0.014,6,1
37.46032,36.24521,2021-02-01,0.4089,-0.0536,5,0
37.18783,36.93547,2020-07-14,0.172,-0.101,4,1
37.18783,36.93547,2020-01-26,0.6404,0.1076,2,0
36.7284,28.21072,2021-07-30,0.9215,0.1697,1,1
36.7284,28.21072,2021-02-10,0.9211,0.1722,1,0
37.07344,40.50254,2021-12-03,0.1162,-0.084,4,1
37.07344,40.50254,2021-06-16,0.0827,-0.1399,4,0
38.23432,40.6802,2020-04-15,0.8746,0.4785,4,0
36.21956,33.65933,2021-02-09,0.2342,0.1276,1,0
37.17303,40.37046,2021-06-20,0.1762,0.1032,4,1
37.17303,40.37046,2021-01-01,0.5041,0.1746,4,0
37.73014,39.48361,2020-07-30,0.1272,0.0,4,1
37.11406,40.0783,2021-12-30,0.2109,-0.0187,4,1
37.11406,40.0783,2021-07-13,0.2091,-0.0857,4,0
37.11906,40.38417,2022-07-01,0.1806,-0.0001,4,1
37.3506,36.0333,2022-09-04,0.3897,-0.0393,4,1
37.83444,31.64649,2023-09-23,0.1581,-0.0873,4,1
37.56881,40.31193,2020-06-26,0.1587,-0.0521,7,1
37.56881,40.31193,2020-01-08,0.733,0.2724,4,0
37.39117,41.97661,2023-11-13,0.1356,-0.0537,4,1
37.39117,41.97661,2023-05-27,0.1466,0.0353,4,0
38.5188,32.22186,2022-12-09,0.118,-0.0252,4,1
38.5188,32.22186,2022-06-22,0.9017,0.5267,4,0
39.05643,31.88902,2020-07-24,0.1247,-0.1549,4,1
37.30208,39.68413,2020-06-23,0.2115,0.0865,4,1
37.30208,39.68413,2020-01-05,0.4456,0.033,4,0
37.25139,43.87902,2021-07-22,0.5058,0.076,4,1
37.25139,43.87902,2021-02-02,0.0072,0.7377,8,0
37.22345,35.91685,2023-03-27,0.1237,-0.1394,7,0
37.00776,28.79763,2021-08-03,0.4087,0.0734,1,1
37.00776,28.79763,2021-02-14,0.5073,0.0989,1,0
36.52459,29.35645,2020-07-22,0.5801,0.1699,1,1
36.52459,29.35645,2020-02-03,0.459,-0.1126,1,0
37.20644,36.93565,2020-08-04,0.1758,-0.0915,4,1
37.20644,36.93565,2020-02-16,0.7249,0.2718,4,0
41.75976,26.57033,2022-05-10,0.1458,-0.1813,4,0
37.02781,27.76013,2021-08-01,0.7102,0.2185,1,1
37.02781,27.76013,2021-02-12,0.7989,0.3397,1,0
38.27623,26.38974,2023-01-27,0.6367,0.0961,2,0
38.08917,40.19492,2023-09-30,0.5323,0.2169,4,1
40.6958,26.08611,2023-08-21,0.1658,-0.1372,5,1
37.49479,42.69893,2021-08-24,0.2497,-0.0496,5,1
38.34964,43.19315,2023-10-16,0.2309,-0.101,4,0
36.92254,35.77491,2023-03-17,0.1622,-0.0968,4,0
36.18612,33.54075,2022-09-08,0.4181,0.086,1,1
37.09442,39.67546,2020-06-28,0.1481,-0.015,7,1
37.09442,39.67546,2020-01-10,0.7288,0.1744,4,0
37.13544,40.05401,2021-12-03,0.5458,0.1568,4,1
37.13544,40.05401,2021-06-16,0.1717,0.0116,4,0
36.98806,40.32448,2020-06-23,0.3239,0.0566,4,1
37.74084,39.37392,2023-10-06,0.1323,-0.0841,4,1
37.74084,39.37392,2023-04-19,0.7942,0.3893,2,0
37.30673,28.34079,2021-08-05,0.6171,0.1697,1,1
37.30673,28.34079,2021-02-16,0.5996,0.1569,1,0
38.07376,40.12399,2020-10-19,0.1223,-0.0965,4,1
38.07376,40.12399,2020-05-02,0.3855,0.0788,4,0
39.0432,32.0098,2023-08-21,0.1707,-0.2301,4,1
37.18058,39.72572,2020-06-27,0.2367,0.0729,4,1
37.18058,39.72572,2020-01-09,0.6027,0.1153,4,0
38.37823,39.24524,2021-10-11,0.1462,-0.0812,7,1
37.1294,39.22695,2023-06-16,0.1731,-0.1034,4,0
39.05656,31.72194,2021-11-21,0.1851,-0.1419,4,1
37.73838,39.062,2021-06-21,0.1508,-0.0416,4,1
37.73838,39.062,2021-01-02,0.3706,0.0682,4,0
41.80348,26.65504,2021-09-27,0.1432,-0.1388,4,1
41.80348,26.65504,2021-04-10,0.8776,0.4644,4,0
36.96092,31.48986,2021-07-29,0.7401,0.2353,1,1
36.86048,39.52566,2021-06-04,0.1344,-0.0708,4,1
36.86048,39.52566,2020-12-16,0.1674,-0.1237,4,0
38.13387,40.33006,2020-10-08,0.0969,-0.0691,4,1
38.13387,40.33006,2020-04-21,0.912,0.5581,4,0
36.24933,33.63679,2021-02-11,0.3461,0.0142,5,0
37.72862,40.56097,2020-08-21,0.0743,-0.1412,4,0
37.84459,38.85338,2020-10-07,0.1089,0.0264,7,1
37.7892,31.60674,2023-09-18,0.2225,-0.1253,4,1
37.7892,31.60674,2023-04-01,0.2995,-0.094,4,0
37.65186,39.56797,2023-07-28,0.1266,-0.0737,4,1
37.65186,39.56797,2023-02-08,0.2877,-0.004,4,0
38.16257,33.2779,2021-12-07,0.1298,-0.1172,4,1
38.16257,33.2779,2021-06-20,0.4143,0.1798,4,0
37.25041,40.18848,2020-08-21,0.1397,-0.02,4,1
37.34497,39.45856,2023-02-18,0.1812,-0.1837,4,1
37.34497,39.45856,2022-09-01,0.7627,0.3524,4,0
41.22066,28.85104,2020-08-29,0.019,-0.1076,7,1
41.22066,28.85104,2020-03-12,0.0795,-0.021,7,0
38.02099,41.42853,2023-07-13,0.5823,0.1769,4,1
38.02099,41.42853,2023-01-24,0.3872,-0.1133,4,0
36.87352,39.92211,2021-07-27,0.1242,0.0547,4,1
36.87352,39.92211,2021-02-07,0.5121,0.14,4,0
36.99659,39.14608,2022-12-28,0.145,-0.0636,6,0
37.52455,35.97772,2023-07-15,0.085,0.1048,1,1
37.52455,35.97772,2023-01-26,0.3104,-0.0387,1,0
36.37654,36.48447,2021-08-28,0.0748,0.0831,4,1
36.37654,36.48447,2021-03-11,0.1626,0.0422,4,0
37.11135,40.20372,2020-10-19,0.0995,0.0364,5,1
37.11135,40.20372,2020-05-02,0.8733,0.4904,4,0
36.86585,35.51129,2022-12-21,0.8852,0.4141,4,0
37.86853,30.36507,2021-06-11,0.0006,-0.0677,6,1
37.22212,39.69701,2020-06-27,0.2246,0.1039,4,1
37.22212,39.69701,2020-01-09,0.5838,0.086,1,0
37.44078,37.00594,2023-07-12,0.6309,0.115,6,1
37.44078,37.00594,2023-01-23,0.5148,-0.0031,4,0
37.95393,41.10157,2019-09-20,0.4115,0.103,4,0
37.64635,39.53249,2020-09-27,0.1229,0.0189,4,1
37.64635,39.53249,2020-04-10,0.9014,0.5604,4,0
38.11606,27.16192,2020-08-01,0.7569,0.251,1,1
38.11606,27.16192,2020-02-13,0.8201,0.4333,1,0
37.25735,36.07081,2020-08-30,0.3168,-0.1697,4,1
37.25735,36.07081,2020-03-13,0.2408,-0.1332,4,0
38.99626,40.65395,2020-08-31,0.6173,0.173,1,1
39.2025,37.39492,2023-10-11,0.1327,-0.1101,4,1
39.2025,37.39492,2023-04-24,0.3561,0.0135,2,0
36.716,28.16768,2021-07-29,0.0964,-0.1578,6,1
36.716,28.16768,2021-02-09,0.2542,-0.0423,6,0
36.56782,32.22515,2023-09-17,0.6037,0.2394,1,1
40.20425,35.10467,2023-10-29,0.1395,-0.1442,4,1
40.20425,35.10467,2023-05-12,0.8595,0.4243,4,0
37.09204,40.25682,2022-12-17,0.2805,-0.1663,4,1
37.09204,40.25682,2022-06-30,0.0954,-0.1816,4,0
37.28251,39.86908,2021-11-17,0.1343,-0.1969,4,1
37.28251,39.86908,2021-05-31,0.2591,0.0859,4,0
37.28378,37.09282,2020-10-07,0.1736,-0.0046,4,1
37.28378,37.09282,2020-04-20,0.1809,-0.2944,4,0
41.36249,34.17237,2020-09-03,0.4748,0.1809,1,1
36.9222,31.37451,2021-07-28,0.7694,0.2426,1,1
37.00917,35.75332,2023-04-02,0.2231,-0.2113,4,0
37.41225,39.61129,2023-08-24,0.7373,0.3513,4,1
36.72886,28.15554,2021-07-29,0.8683,0.2997,1,1
36.72886,28.15554,2021-02-09,0.8218,0.347,1,0
36.32891,33.95453,2021-11-10,0.3041,0.096,4,1
36.32891,33.95453,2021-05-24,0.1525,-0.0761,7,0
37.30103,28.34489,2021-08-05,0.6176,0.1615,1,1
37.30103,28.34489,2021-02-16,0.7085,0.2127,1,0
37.818,27.79826,2023-02-16,0.2722,-0.087,4,1
37.818,27.79826,2022-08-30,0.6867,0.2271,4,0
38.08644,40.09624,2021-10-10,0.1378,-0.0876,4,1
41.08521,26.50411,2021-05-11,-0.0063,-0.0736,0,0
37.53271,42.19563,2020-09-16,0.22,-0.1872,5,1
38.0446,40.20979,2021-09-19,0.3622,0.1729,4,1
38.0446,40.20979,2021-04-02,0.1678,-0.0741,4,0
37.87464,40.44859,2020-10-18,0.1266,0.0094,7,1
37.87464,40.44859,2020-05-01,0.9398,0.6177,4,0
37.28362,43.92492,2020-07-21,0.4943,0.1119,5,1
39.5771,33.53309,2020-04-30,0.5704,0.3652,4,0
36.87407,40.09235,2020-07-09,0.1306,-0.0528,4,1
36.87407,40.09235,2020-01-21,0.7945,0.3813,4,0
36.83946,39.9008,2023-06-25,0.1142,-0.0809,4,1
36.83946,39.9008,2023-01-06,0.1218,-0.105,4,0
37.12608,40.57639,2022-07-16,0.0896,-0.0938,4,0
37.34628,35.62083,2021-05-08,0.5201,0.1393,4,0
36.85708,31.25135,2020-10-05,0.5155,0.0818,4,1
36.85708,31.25135,2020-04-18,0.6945,0.3027,4,0
36.86302,38.49432,2023-06-26,0.0807,-0.0536,7,1
36.19501,33.2451,2021-02-09,0.3144,0.0141,1,0
36.21065,36.00823,2020-09-05,0.7558,0.3214,1,1
36.21065,36.00823,2020-03-19,0.6939,0.1852,1,0
36.85663,31.63412,2021-07-29,0.6226,0.0119,1,1
37.53675,38.01496,2023-10-11,0.7857,0.3942,4,1
37.53675,38.01496,2023-04-24,0.146,-0.1099,4,0
40.04881,33.89342,2021-08-29,0.2472,-0.104,4,1
36.7711,28.15723,2021-07-29,0.1925,-0.0706,1,1
36.7711,28.15723,2021-02-09,0.3287,-0.0598,5,0
36.90469,31.49803,2021-07-29,0.5943,0.053,1,1
37.02799,27.75103,2021-08-01,0.8193,0.186,1,1
37.02799,27.75103,2021-02-12,0.9075,0.1997,1,0
38.68633,40.3801,2021-06-26,0.555,0.0788,5,1
38.68633,40.3801,2021-01-07,0.2928,-0.3033,0,0
37.56767,38.98362,2023-07-02,0.2038,-0.0656,4,1
37.56767,38.98362,2023-01-13,0.7685,0.314,4,0
39.15022,40.06425,2020-09-01,0.5822,0.0827,5,1
37.56949,39.31562,2023-08-24,0.1254,-0.0783,4,1
37.54385,39.09024,2021-03-02,0.5566,0.148,4,0
37.67582,40.92943,2020-07-25,0.1048,-0.1131,4,1
38.2786,41.73776,2020-09-06,0.7645,0.2458,1,1
37.14131,39.82104,2020-10-29,0.1101,-0.0933,4,1
37.14131,39.82104,2020-05-12,0.616,0.3431,4,0
37.26799,39.61513,2023-07-02,0.2629,0.0623,4,1
37.26799,39.61513,2023-01-13,0.1926,-0.1136,4,0
36.19068,33.55575,2022-09-07,0.4386,0.0093,1,1
